1,1356
2,2008
3,1590
4,452
5,572
6,565
7,560
8,520
9,456
10,282
11,257
12,319
13,460
14,474
15,123
16,174
17,211
18,169
19,202
20,220
21,179
22,184
23,202
24,252
25,267
26,247
27,213
28,143
29,194
30,178
31,171
32,162
33,175
34,142
35,173
36,187
37,185
38,171
39,178
40,219
41,143
42,177
43,240
44,162
45,234
46,115
47,105
48,105
49,94
50,133
51,104
52,95
53,101
54,102
55,108
56,114
57,96
58,91
59,106
60,102
61,105
62,98
63,104
64,107
65,104
66,108
67,111
68,102
69,109
70,102
71,97
72,103
73,102
74,106
75,103
76,110
77,121
78,114
79,187
80,101
81,98
82,96
83,107
84,97
85,127
86,104
87,97
88,99
89,111
90,117
91,111
92,101
93,122
94,105
95,972
96,97
97,107
98,112
99,104
100,101
101,112
102,107
103,99
104,104
105,105
106,103
107,116
108,105
109,100
110,111
111,103
112,108
113,114
114,170
115,101
116,107
117,231
118,105
119,110
120,106
121,104
122,114
123,143
124,125
125,152
126,107
127,201
128,113
129,128
130,122
131,139
132,134
133,105
134,108
135,104
136,114
137,123
138,100
139,107
140,107
141,107
142,108
143,107
144,110
145,107
146,107
147,141
148,210
149,352
150,304
151,114
152,112
153,112
154,112
155,169
156,179
157,189
158,148
159,106
160,104
161,108
162,110
163,117
164,143
165,121
166,131
167,121
168,149
169,133
170,144
171,118
172,146
173,122
174,148
175,139
176,117
177,119
178,147
179,117
180,115
181,110
182,125
183,118
184,117
185,127
186,128
187,117
188,128
189,116
190,113
191,107
192,146
193,130
194,111
195,116
196,203
197,115
198,121
199,107
200,143
201,102
202,138
203,104
204,105
205,101
206,101
207,112
208,125
209,115
210,116
211,136
212,114
213,136
214,107
215,131
216,113
217,144
218,239
219,321
220,166
221,127
222,131
223,132
224,167
225,188
226,155
227,152
228,99
229,104
230,99
231,103
232,222
233,101
234,107
235,133
236,153
237,173
238,151
239,183
240,152
241,115
242,132
243,126
244,141
245,94
246,146
247,163
248,175
249,132
250,427
251,214
252,248
253,251
254,216
255,220
256,189
257,175
258,168
259,105
260,106
261,110
262,103
263,108
264,135
265,116
266,111
267,123
268,143
269,127
270,127
271,127
272,124
273,177
274,203
275,164
276,121
277,121
278,157
279,131
280,120
281,141
282,114
283,150
284,115
285,160
286,116
287,123
288,124
289,107
290,102
291,108
292,150
293,118
294,102
295,125
296,89
297,100
298,97
299,132
300,104
301,110
302,103
303,108
304,100
305,99
306,100
307,135
308,117
309,97
310,111
311,94
312,124
313,93
314,91
315,113
316,119
317,114
318,104
319,110
320,103
321,186
322,129
323,86
324,107
325,100
326,105
327,116
328,98
329,97
330,113
331,129
332,105
333,133
334,97
335,119
336,94
337,129
338,94
339,105
340,102
341,112
342,122
343,232
344,223
345,95
346,105
347,97
348,144
349,220
350,266
351,104
352,112
353,139
354,102
355,117
356,104
357,105
358,110
359,110
360,107
361,136
362,100
363,122
364,106
365,107
366,110
367,103
368,108
369,117
370,105
371,113
372,102
373,116
374,99
375,125
376,109
377,240
378,101
379,97
380,102
381,118
382,95
383,125
384,102
385,124
386,182
387,102
388,98
389,103
390,96
391,104
392,101
393,97
394,104
395,96
396,104
397,96
398,213
399,95
400,95
401,106
402,119
403,110
404,120
405,107
406,101
407,101
408,111
409,104
410,96
411,97
412,107
413,107
414,99
415,106
416,103
417,83
418,114
419,96
420,118
421,311
422,128
423,98
424,153
425,130
426,108
427,139
428,113
429,121
430,295
431,108
432,133
433,109
434,115
435,96
436,99
437,98
438,121
439,99
440,117
441,93
442,98
443,99
444,94
445,94
446,99
447,94
448,88
449,117
450,99
451,116
452,98
453,97
454,102
455,92
456,101
457,101
458,106
459,116
460,88
461,81
462,95
463,112
464,97
465,461
466,110
467,106
468,99
469,121
470,99
471,124
472,98
473,127
474,104
475,122
476,98
477,111
478,102
479,97
480,107
481,100
482,95
483,125
484,101
485,101
486,105
487,125
488,104
489,123
490,101
491,116
492,107
493,96
494,122
495,101
496,106
497,101
498,94
499,95
500,97
501,98
502,119
503,99
504,112
505,106
506,118
507,128
508,139
509,107
510,114
511,113
512,109
513,150
514,184
515,214
516,137
517,162
518,183
519,216
520,192
521,184
522,173
523,204
524,189
525,202
526,188
527,790
528,168
529,193
530,185
531,184
532,147
533,204
534,187
535,213
536,236
537,180
538,172
539,383
540,225
541,151
542,157
543,165
544,184
545,184
546,187
547,167
548,190
549,187
550,190
551,127
552,180
553,185
554,179
555,182
556,206
557,198
558,172
559,188
560,235
561,192
562,210
563,193
564,206
565,191
566,251
567,165
568,131
569,114
570,108
571,119
572,101
573,113
574,107
575,112
576,102
577,111
578,132
579,114
580,129
581,104
582,131
583,110
584,106
585,114
586,114
587,133
588,110
589,141
590,109
591,102
592,116
593,115
594,117
595,155
596,101
597,101
598,117
599,173
600,174
601,183
602,207
603,246
604,204
605,182
606,143
607,148
608,154
609,302
610,147
611,76
612,119
613,124
614,152
615,119
616,113
617,121
618,100
619,79
620,87
621,74
622,69
623,78
624,94
625,71
626,75
627,70
628,65
629,61
630,85
631,68
632,100
633,77
634,80
635,91
636,77
637,103
638,84
639,70
640,80
641,100
642,79
643,86
644,70
645,98
646,84
647,68
648,66
649,93
650,75
651,96
652,77
653,78
654,80
655,71
656,71
657,79
658,96
659,72
660,85
661,77
662,94
