1,3214
2,14428
3,15253
4,16288
5,16752
6,17337
7,17872
8,18539
9,18872
10,19136
11,19407
12,19664
13,19937
14,20175
15,20416
16,20660
17,20911
18,21140
19,21397
20,21631
21,21860
22,22097
23,22370
24,22603
25,22930
26,23297
27,23537
28,23766
29,23991
30,24220
31,24482
32,24747
33,25020
34,25313
35,25582
36,25821
37,26210
38,26410
39,26567
40,26713
41,26866
42,27013
43,27159
44,27311
45,27460
46,27618
47,27766
48,27915
49,28064
50,28220
51,28347
52,28504
53,28659
54,28933
55,29114
56,29270
57,29441
58,29582
59,29716
60,29873
61,30026
62,30179
63,30338
64,30512
65,30673
66,30833
67,30987
68,31142
69,31299
70,31448
71,31601
72,31812
73,31946
74,32092
75,32250
76,32406
77,32570
78,32707
79,32850
80,32984
81,33186
82,33336
83,33504
84,33667
85,33802
86,33936
87,34082
88,34230
89,34375
90,34523
91,34661
92,34808
93,34947
94,35082
95,35241
96,35397
97,35545
98,35681
99,35818
100,35956
101,36110
102,36247
103,36397
104,36563
105,36707
106,36843
107,37036
108,37201
109,37390
110,37530
111,37725
112,37932
113,38137
114,38312
115,38444
116,38596
117,38757
118,38885
119,39020
120,39165
121,39371
122,39571
123,39772
124,39999
125,40135
126,40414
127,40740
128,40881
129,41142
130,41292
131,41451
132,41656
133,41803
134,42146
135,42351
136,42562
137,42927
138,43176
139,43443
140,43640
141,43811
142,44069
143,44256
144,44415
145,44606
146,44783
147,44963
148,45096
149,45243
150,45406
151,45610
152,45863
153,46062
154,46203
155,46394
156,46543
157,46748
158,46901
159,47067
160,47277
161,47435
162,47576
163,47705
164,47840
165,48001
166,48137
167,48284
168,48428
169,48584
170,48713
171,48842
172,48984
173,49116
174,49263
175,49478
176,49737
177,49913
178,50174
179,50315
180,50555
181,50685
182,50811
183,50957
184,51084
185,51231
186,51520
187,51650
188,51785
189,51928
190,52074
191,52202
192,52366
193,52499
194,52630
195,52778
196,52901
197,53027
198,53177
199,53317
200,53689
201,53818
202,53946
203,54094
204,54222
205,54354
206,54503
207,54632
208,54784
209,54915
210,55051
211,55183
212,55311
213,55454
214,55586
215,55730
216,55857
217,55988
218,56142
219,56270
220,56398
221,56543
222,56674
223,56821
224,56952
225,57078
226,57267
227,57400
228,57548
229,57713
230,57842
231,58007
232,58143
233,58289
234,58418
235,58567
236,58728
237,58860
238,59005
239,59207
240,59338
241,59493
242,59644
243,59805
244,60121
245,60255
246,60389
247,60545
248,60824
249,60989
250,61122
251,61253
252,61403
253,61533
254,61682
255,61811
256,61955
257,62087
258,62223
259,62385
260,62631
261,62765
262,62917
263,63048
264,63199
265,63329
266,63460
267,63606
268,63736
269,63870
270,64019
271,64149
272,64292
273,64421
274,64550
275,64681
276,64822
277,64952
278,65081
279,65239
280,65500
281,65663
282,65905
283,66054
284,66203
285,66331
286,66460
287,66607
288,66728
289,66854
290,66998
291,67128
292,67270
293,67394
294,67519
295,67662
296,67787
297,67935
298,68060
299,68235
300,68362
301,68487
302,68628
303,68752
304,68875
305,69012
306,69137
307,69278
308,69409
309,69554
310,69697
311,69822
312,69945
313,70091
314,70215
315,70345
316,70476
317,70597
318,70719
319,70853
320,70995
321,71118
322,71239
323,71385
324,71507
325,71631
326,71774
327,71902
328,72043
329,72165
330,72283
331,72423
332,72548
333,72669
334,72807
335,72925
336,73076
337,73196
338,73318
339,73459
340,73580
341,73701
342,73825
343,73964
344,74088
345,74214
346,74363
347,74491
348,74633
349,74759
350,74881
351,75020
352,75144
353,75266
354,75408
355,75529
356,75677
357,75811
358,75941
359,76089
360,76214
361,76361
362,76480
363,76606
364,76751
365,76871
366,77009
367,77132
368,77264
369,77406
370,77532
371,77657
372,77798
373,77920
374,78059
375,78185
376,78317
377,78466
378,78590
379,78714
380,78858
381,78986
382,79125
383,79248
384,79390
385,79512
386,79641
387,79780
388,79901
389,80081
390,80206
391,80340
392,80482
393,80614
394,80741
395,80881
396,81004
397,81150
398,81282
399,81416
400,81561
401,81685
402,81831
403,81972
404,82095
405,82217
406,82339
407,82477
408,82599
409,82739
410,82863
411,82984
412,83117
413,83242
414,83370
415,83511
416,83638
417,83778
418,83905
419,84030
420,84172
421,84294
422,84416
423,84556
424,84694
425,84935
426,85056
427,85192
428,85315
429,85441
430,85581
431,85705
432,85846
433,86036
434,86233
435,86406
436,86542
437,86725
438,86920
439,87113
440,87282
441,87445
442,87633
443,87783
444,87909
445,88031
446,88167
447,88292
448,88435
449,88566
450,88697
451,88834
452,88985
453,89150
454,89317
455,89558
456,89733
457,89856
458,89979
459,90121
460,90241
461,90379
462,90506
463,90633
464,90775
465,90988
466,91115
467,91262
468,91389
469,91532
470,91690
471,91920
472,92098
473,92238
474,92363
475,92488
476,92631
477,92759
478,92911
479,93065
480,93206
481,93347
482,93472
483,93597
484,93738
485,93861
486,94003
487,94146
488,94268
489,94413
490,94537
491,94680
492,94804
493,94932
494,95078
495,95266
496,95475
497,95621
498,95772
499,95936
500,96069
501,96206
502,96365
503,96619
504,96757
505,96909
506,97036
507,97193
508,97314
509,97434
510,97577
511,97702
512,97853
513,97982
514,98124
515,98249
516,98374
517,98520
518,98642
519,98769
520,98914
521,99047
522,99192
523,99322
524,99445
525,99587
526,99711
527,99841
528,99984
529,100108
530,100249
531,100374
532,100501
533,100646
534,100774
535,100897
536,101024
537,101186
538,101335
539,101497
540,101643
541,101771
542,101922
543,102048
544,102169
545,102308
546,102430
547,102553
548,102695
549,102818
550,102958
551,103123
552,103253
553,103397
554,103521
555,103644
556,103782
557,103929
558,104050
559,104172
560,104310
561,104431
562,104574
563,104715
564,104838
565,104977
566,105098
567,105220
568,105361
569,105485
570,105666
571,105880
572,106042
573,106202
574,106390
575,106580
576,106737
577,106899
578,107072
579,107406
580,107554
581,107712
582,107837
583,107987
584,108126
585,108298
586,108514
587,108719
588,108920
589,109111
590,109297
591,109457
592,109584
593,109802
594,109941
595,110067
596,110190
597,110328
598,110453
599,110595
600,110737
601,110938
602,111122
603,111333
604,111514
605,111694
606,111900
607,112084
608,112266
609,112516
610,112708
611,112919
612,113106
613,113308
614,113518
615,113700
616,113881
617,114090
618,114338
619,114636
620,114785
621,114952
622,115100
623,115259
624,115444
625,115600
626,115743
627,115902
628,116039
629,116157
630,116254
631,116350
632,116463
633,116566
634,116663
635,116771
