,,,,,,
10,858983,,,,,
100,2305273,,,,,
1000,8235546,,,,,
10000,288050371,,,,,
20000,978603968,,,,,
30000,2103411186,,,,,
40000,3421967856,,,,,
50000,5373056499,,,,,
100000,25414666419,,,,,
