,,,,,,
10,172628,,,,,
100,56013,,,,,
1000,2719802,,,,,
10000,25802975,,,,,
10,849165,,,,,
100,2233244,,,,,
1000,10396580,,,,,
10000,287090944,,,,,
100000,52647453424,,,,,
