,,,,,,
1,236620,,,,,
5,27468,,,,,
25,105868,,,,,
125,619648,,,,,
625,1891838,,,,,
3125,3306519,,,,,
15625,13959366,,,,,
78125,63392583,,,,,
390625,484631408,,,,,
1953125,1703423186,,,,,
