type,dim,n,k,time
kdtree,2,10000,40,154835
kdtree,3,10000,40,88880
kdtree,4,10000,40,90074
kdtree,5,10000,40,116072
kdtree,6,10000,40,170834
kdtree,7,10000,40,267135
kdtree,1,1000,50,120156
kdtree,2,1000,50,47563
kdtree,3,1000,50,38091
kdtree,4,1000,50,43763
kdtree,5,1000,50,56880
kdtree,6,1000,50,73440
kdtree,7,1000,50,98044
kdtree,1,2000,50,242581
kdtree,2,2000,50,67129
kdtree,3,2000,50,51511
kdtree,4,2000,50,61601
kdtree,5,2000,50,75093
kdtree,6,2000,50,103470
kdtree,7,2000,50,147647
kdtree,1,3000,50,372064
kdtree,2,3000,50,86093
kdtree,3,3000,50,63695
kdtree,4,3000,50,69465
kdtree,5,3000,50,89792
kdtree,6,3000,50,122381
kdtree,7,3000,50,176891
kdtree,1,4000,50,487592
kdtree,2,4000,50,112234
kdtree,3,4000,50,75318
kdtree,4,4000,50,85347
kdtree,5,4000,50,101460
kdtree,6,4000,50,157156
kdtree,7,4000,50,229241
kdtree,1,5000,50,677271
kdtree,2,5000,50,117217
kdtree,3,5000,50,79721
kdtree,4,5000,50,85980
kdtree,5,5000,50,109859
kdtree,6,5000,50,155933
kdtree,7,5000,50,242646
kdtree,1,6000,50,833710
kdtree,2,6000,50,139113
kdtree,3,6000,50,89023
kdtree,4,6000,50,100314
kdtree,5,6000,50,132410
kdtree,6,6000,50,173948
kdtree,7,6000,50,261140
kdtree,1,7000,50,929856
kdtree,2,7000,50,143736
kdtree,3,7000,50,93594
kdtree,4,7000,50,97199
kdtree,5,7000,50,126616
kdtree,6,7000,50,176045
kdtree,7,7000,50,260908
kdtree,1,8000,50,1011662
kdtree,2,8000,50,154620
kdtree,3,8000,50,91866
kdtree,4,8000,50,103086
kdtree,5,8000,50,122510
kdtree,6,8000,50,178243
kdtree,7,8000,50,260433
kdtree,1,9000,50,1079749
kdtree,2,9000,50,161973
kdtree,3,9000,50,95306
kdtree,4,9000,50,102137
kdtree,5,9000,50,128152
kdtree,6,9000,50,179463
kdtree,7,9000,50,268615
kdtree,1,10000,50,1225071
kdtree,2,10000,50,167960
kdtree,3,10000,50,100338
kdtree,4,10000,50,106566
kdtree,5,10000,50,127930
kdtree,6,10000,50,190914
kdtree,7,10000,50,282049
quadtree,2,1000,10,11665
quadtree,2,2000,10,17031
quadtree,2,3000,10,20908
quadtree,2,4000,10,24152
quadtree,2,5000,10,26109
quadtree,2,6000,10,28335
quadtree,2,7000,10,33649
quadtree,2,8000,10,38447
quadtree,2,9000,10,37636
quadtree,2,10000,10,38459
quadtree,2,1000,20,17216
quadtree,2,2000,20,24644
quadtree,2,3000,20,29066
quadtree,2,4000,20,36945
quadtree,2,5000,20,40179
quadtree,2,6000,20,43594
quadtree,2,7000,20,47169
quadtree,2,8000,20,51524
quadtree,2,9000,20,57029
quadtree,2,10000,20,61351
quadtree,2,1000,30,19694
quadtree,2,2000,30,30578
quadtree,2,3000,30,39310
quadtree,2,4000,30,47322
quadtree,2,5000,30,49419
quadtree,2,6000,30,55427
quadtree,2,7000,30,57143
quadtree,2,8000,30,69305
quadtree,2,9000,30,68755
quadtree,2,10000,30,70603
quadtree,2,1000,40,25006
quadtree,2,2000,40,35409
quadtree,2,3000,40,44069
quadtree,2,4000,40,51910
quadtree,2,5000,40,57763
quadtree,2,6000,40,66511
quadtree,2,7000,40,74568
quadtree,2,8000,40,78196
quadtree,2,9000,40,81789
quadtree,2,10000,40,88655
quadtree,2,1000,50,27520
quadtree,2,2000,50,37717
quadtree,2,3000,50,51239
quadtree,2,4000,50,59516
quadtree,2,5000,50,63671
quadtree,2,6000,50,77314
quadtree,2,7000,50,78905
quadtree,2,8000,50,86084
quadtree,2,9000,50,93653
quadtree,2,10000,50,96564
dumb,1,1000,10,18694
dumb,2,1000,10,27705
dumb,3,1000,10,33015
dumb,4,1000,10,42884
dumb,5,1000,10,54390
dumb,6,1000,10,60933
dumb,7,1000,10,69180
dumb,1,2000,10,36141
dumb,2,2000,10,51125
dumb,3,2000,10,66316
dumb,4,2000,10,82860
dumb,5,2000,10,102016
dumb,6,2000,10,118327
dumb,7,2000,10,133695
dumb,1,3000,10,52890
dumb,2,3000,10,75824
dumb,3,3000,10,93009
dumb,4,3000,10,122391
dumb,5,3000,10,148577
dumb,6,3000,10,181405
dumb,7,3000,10,195564
dumb,1,4000,10,70433
dumb,2,4000,10,102674
dumb,3,4000,10,125134
dumb,4,4000,10,159553
dumb,5,4000,10,201044
dumb,6,4000,10,236702
dumb,7,4000,10,258372
dumb,1,5000,10,89398
dumb,2,5000,10,123620
dumb,3,5000,10,155667
dumb,4,5000,10,207656
dumb,5,5000,10,246514
dumb,6,5000,10,290790
dumb,7,5000,10,328523
dumb,1,6000,10,110112
dumb,2,6000,10,150800
dumb,3,6000,10,187133
dumb,4,6000,10,239816
dumb,5,6000,10,297205
dumb,6,6000,10,351534
dumb,7,6000,10,385134
dumb,1,7000,10,122635
dumb,2,7000,10,173036
dumb,3,7000,10,215619
dumb,4,7000,10,281962
dumb,5,7000,10,345886
dumb,6,7000,10,398475
dumb,7,7000,10,441906
dumb,1,8000,10,140131
dumb,2,8000,10,196149
dumb,3,8000,10,246779
dumb,4,8000,10,318313
dumb,5,8000,10,392346
dumb,6,8000,10,457039
dumb,7,8000,10,512297
dumb,1,9000,10,160129
dumb,2,9000,10,225048
dumb,3,9000,10,283380
dumb,4,9000,10,357182
dumb,5,9000,10,440623
dumb,6,9000,10,520085
dumb,7,9000,10,577259
dumb,1,10000,10,173435
dumb,2,10000,10,244591
dumb,3,10000,10,306949
dumb,4,10000,10,397590
dumb,5,10000,10,491568
dumb,6,10000,10,565359
dumb,7,10000,10,630787
dumb,1,1000,20,21883
dumb,2,1000,20,29883
dumb,3,1000,20,37478
dumb,4,1000,20,48086
dumb,5,1000,20,60196
dumb,6,1000,20,68260
dumb,7,1000,20,76654
dumb,1,2000,20,39455
dumb,2,2000,20,57009
dumb,3,2000,20,68858
dumb,4,2000,20,96799
dumb,5,2000,20,110400
dumb,6,2000,20,124910
dumb,7,2000,20,155783
dumb,1,3000,20,58977
dumb,2,3000,20,82031
dumb,3,3000,20,103720
dumb,4,3000,20,133219
dumb,5,3000,20,167059
dumb,6,3000,20,187073
dumb,7,3000,20,213570
dumb,1,4000,20,80878
dumb,2,4000,20,111327
dumb,3,4000,20,136024
dumb,4,4000,20,171710
dumb,5,4000,20,216030
dumb,6,4000,20,247742
dumb,7,4000,20,269263
dumb,1,5000,20,97631
dumb,2,5000,20,132314
dumb,3,5000,20,165601
dumb,4,5000,20,213876
dumb,5,5000,20,262673
dumb,6,5000,20,301444
dumb,7,5000,20,355656
dumb,1,6000,20,118081
dumb,2,6000,20,159007
dumb,3,6000,20,195200
dumb,4,6000,20,258522
dumb,5,6000,20,348522
dumb,6,6000,20,368914
dumb,7,6000,20,415681
dumb,1,7000,20,137567
dumb,2,7000,20,199068
dumb,3,7000,20,234963
dumb,4,7000,20,312028
dumb,5,7000,20,379350
dumb,6,7000,20,447391
dumb,7,7000,20,481865
dumb,1,8000,20,156230
dumb,2,8000,20,234358
dumb,3,8000,20,289462
dumb,4,8000,20,351150
dumb,5,8000,20,424690
dumb,6,8000,20,492598
dumb,7,8000,20,547407
dumb,1,9000,20,167194
dumb,2,9000,20,237841
dumb,3,9000,20,300376
dumb,4,9000,20,383986
dumb,5,9000,20,476255
dumb,6,9000,20,552421
dumb,7,9000,20,609736
dumb,1,10000,20,191290
dumb,2,10000,20,263347
dumb,3,10000,20,333641
dumb,4,10000,20,430330
dumb,5,10000,20,524867
dumb,6,10000,20,617623
dumb,7,10000,20,682143
dumb,1,1000,30,23461
dumb,2,1000,30,32722
dumb,3,1000,30,42124
dumb,4,1000,30,52894
dumb,5,1000,30,64109
dumb,6,1000,30,76496
dumb,7,1000,30,83809
dumb,1,2000,30,42391
dumb,2,2000,30,63443
dumb,3,2000,30,77956
dumb,4,2000,30,100525
dumb,5,2000,30,123298
dumb,6,2000,30,141353
dumb,7,2000,30,155371
dumb,1,3000,30,62292
dumb,2,3000,30,85683
dumb,3,3000,30,109079
dumb,4,3000,30,144559
dumb,5,3000,30,172194
dumb,6,3000,30,194061
dumb,7,3000,30,215188
dumb,1,4000,30,83168
dumb,2,4000,30,113813
dumb,3,4000,30,143654
dumb,4,4000,30,187287
dumb,5,4000,30,231324
dumb,6,4000,30,258537
dumb,7,4000,30,291145
dumb,1,5000,30,105592
dumb,2,5000,30,142125
dumb,3,5000,30,177996
dumb,4,5000,30,235223
dumb,5,5000,30,288752
dumb,6,5000,30,351301
dumb,7,5000,30,383560
dumb,1,6000,30,125695
dumb,2,6000,30,186396
dumb,3,6000,30,235292
dumb,4,6000,30,299886
dumb,5,6000,30,372873
dumb,6,6000,30,420351
dumb,7,6000,30,514805
dumb,1,7000,30,194748
dumb,2,7000,30,270628
dumb,3,7000,30,302182
dumb,4,7000,30,395391
dumb,5,7000,30,493273
dumb,6,7000,30,587261
dumb,7,7000,30,624815
dumb,1,8000,30,199631
dumb,2,8000,30,265361
dumb,3,8000,30,353108
dumb,4,8000,30,460543
dumb,5,8000,30,541577
dumb,6,8000,30,624010
dumb,7,8000,30,707453
dumb,1,9000,30,229203
dumb,2,9000,30,305088
dumb,3,9000,30,386082
dumb,4,9000,30,491233
dumb,5,9000,30,594978
dumb,6,9000,30,700298
dumb,7,9000,30,810552
dumb,1,10000,30,284909
dumb,2,10000,30,363939
dumb,3,10000,30,430399
dumb,4,10000,30,575092
dumb,5,10000,30,700113
dumb,6,10000,30,775357
dumb,7,10000,30,884733
dumb,1,1000,40,27689
dumb,2,1000,40,41069
dumb,3,1000,40,49695
dumb,4,1000,40,65059
dumb,5,1000,40,116907
dumb,6,1000,40,92137
dumb,7,1000,40,102239
dumb,1,2000,40,54109
dumb,2,2000,40,80387
dumb,3,2000,40,124951
dumb,4,2000,40,149189
dumb,5,2000,40,201455
dumb,6,2000,40,190132
dumb,7,2000,40,214503
dumb,1,3000,40,78726
dumb,2,3000,40,112188
dumb,3,3000,40,161393
dumb,4,3000,40,208315
dumb,5,3000,40,206717
dumb,6,3000,40,244168
dumb,7,3000,40,310264
dumb,1,4000,40,100012
dumb,2,4000,40,143798
dumb,3,4000,40,172426
dumb,4,4000,40,226407
dumb,5,4000,40,270648
dumb,6,4000,40,304454
dumb,7,4000,40,346261
dumb,1,5000,40,120580
dumb,2,5000,40,178834
dumb,3,5000,40,215433
dumb,4,5000,40,275848
dumb,5,5000,40,326782
dumb,6,5000,40,393322
dumb,7,5000,40,414466
dumb,1,6000,40,136912
dumb,2,6000,40,194068
dumb,3,6000,40,244576
dumb,4,6000,40,315950
dumb,5,6000,40,384667
dumb,6,6000,40,444856
dumb,7,6000,40,483089
dumb,1,7000,40,154103
dumb,2,7000,40,220006
dumb,3,7000,40,272097
dumb,4,7000,40,351788
dumb,5,7000,40,454146
dumb,6,7000,40,517864
dumb,7,7000,40,553950
dumb,1,8000,40,178820
dumb,2,8000,40,235149
dumb,3,8000,40,293748
dumb,4,8000,40,386848
dumb,5,8000,40,478286
dumb,6,8000,40,539436
dumb,7,8000,40,620648
dumb,1,9000,40,191341
dumb,2,9000,40,268466
dumb,3,9000,40,337958
dumb,4,9000,40,434559
dumb,5,9000,40,533402
dumb,6,9000,40,622270
dumb,7,9000,40,703981
dumb,1,10000,40,209335
dumb,2,10000,40,293373
dumb,3,10000,40,375705
dumb,4,10000,40,478226
dumb,5,10000,40,581168
dumb,6,10000,40,655876
dumb,7,10000,40,738584
dumb,1,1000,50,24930
dumb,2,1000,50,37002
dumb,3,1000,50,44111
dumb,4,1000,50,56899
dumb,5,1000,50,70692
dumb,6,1000,50,81479
dumb,7,1000,50,92425
dumb,1,2000,50,48447
dumb,2,2000,50,68099
dumb,3,2000,50,83769
dumb,4,2000,50,107690
dumb,5,2000,50,136783
dumb,6,2000,50,188317
dumb,7,2000,50,203194
dumb,1,3000,50,75815
dumb,2,3000,50,114241
dumb,3,3000,50,127524
dumb,4,3000,50,159043
dumb,5,3000,50,205658
dumb,6,3000,50,222980
dumb,7,3000,50,237653
dumb,1,4000,50,87334
dumb,2,4000,50,130695
dumb,3,4000,50,164330
dumb,4,4000,50,204972
dumb,5,4000,50,271021
dumb,6,4000,50,280368
dumb,7,4000,50,338839
dumb,1,5000,50,123199
dumb,2,5000,50,172522
dumb,3,5000,50,197236
dumb,4,5000,50,258618
dumb,5,5000,50,327022
dumb,6,5000,50,385240
dumb,7,5000,50,443178
dumb,1,6000,50,145509
dumb,2,6000,50,204479
dumb,3,6000,50,247178
dumb,4,6000,50,341292
dumb,5,6000,50,415713
dumb,6,6000,50,477382
dumb,7,6000,50,545456
dumb,1,7000,50,173198
dumb,2,7000,50,253466
dumb,3,7000,50,301642
dumb,4,7000,50,424238
dumb,5,7000,50,499967
dumb,6,7000,50,552229
dumb,7,7000,50,657158
dumb,1,8000,50,221068
dumb,2,8000,50,311174
dumb,3,8000,50,408025
dumb,4,8000,50,520763
dumb,5,8000,50,609003
dumb,6,8000,50,720405
dumb,7,8000,50,838667
dumb,1,9000,50,250857
dumb,2,9000,50,342578
dumb,3,9000,50,456706
dumb,4,9000,50,562652
dumb,5,9000,50,699449
dumb,6,9000,50,793705
dumb,7,9000,50,869159
dumb,1,10000,50,280923
dumb,2,10000,50,396642
dumb,3,10000,50,470778
dumb,4,10000,50,607104
dumb,5,10000,50,748660
dumb,6,10000,50,829199
dumb,7,10000,50,910784
bucket,1,1000,10,4249
bucket,2,1000,10,20507
bucket,3,1000,10,74093
bucket,4,1000,10,105166
bucket,5,1000,10,130832
bucket,6,1000,10,141640
bucket,7,1000,10,169104
bucket,1,2000,10,6503
bucket,2,2000,10,38168
bucket,3,2000,10,90962
bucket,4,2000,10,185063
bucket,5,2000,10,246487
bucket,6,2000,10,279976
bucket,7,2000,10,320787
bucket,1,3000,10,10338
bucket,2,3000,10,44189
bucket,3,3000,10,172380
bucket,4,3000,10,323776
bucket,5,3000,10,397706
bucket,6,3000,10,427307
bucket,7,3000,10,495131
bucket,1,4000,10,8079
bucket,2,4000,10,53714
bucket,3,4000,10,219015
bucket,4,4000,10,381365
bucket,5,4000,10,513474
bucket,6,4000,10,587922
bucket,7,4000,10,650843
bucket,1,5000,10,9424
bucket,2,5000,10,63345
bucket,3,5000,10,225184
bucket,4,5000,10,501372
bucket,5,5000,10,627104
bucket,6,5000,10,712924
bucket,7,5000,10,741305
bucket,1,6000,10,9748
bucket,2,6000,10,63869
bucket,3,6000,10,231365
bucket,4,6000,10,571335
bucket,5,6000,10,582604
bucket,6,6000,10,817531
bucket,7,6000,10,901210
bucket,1,7000,10,11585
bucket,2,7000,10,86875
bucket,3,7000,10,264632
bucket,4,7000,10,496893
bucket,5,7000,10,657759
bucket,6,7000,10,935395
bucket,7,7000,10,1050400
bucket,1,8000,10,11759
bucket,2,8000,10,79189
bucket,3,8000,10,289353
bucket,4,8000,10,573810
bucket,5,8000,10,777897
bucket,6,8000,10,1174485
bucket,7,8000,10,1230871
bucket,1,9000,10,12439
bucket,2,9000,10,78181
bucket,3,9000,10,316194
bucket,4,9000,10,660788
bucket,5,9000,10,849706
bucket,6,9000,10,1242317
bucket,7,9000,10,1346439
bucket,1,10000,10,15153
bucket,2,10000,10,91773
bucket,3,10000,10,372625
bucket,4,10000,10,763583
bucket,5,10000,10,1060633
bucket,6,10000,10,1601953
bucket,7,10000,10,1705694
bucket,1,1000,20,4119
bucket,2,1000,20,21652
bucket,3,1000,20,65741
bucket,4,1000,20,96486
bucket,5,1000,20,149282
bucket,6,1000,20,150226
bucket,7,1000,20,143897
bucket,1,2000,20,6772
bucket,2,2000,20,58470
bucket,3,2000,20,89717
bucket,4,2000,20,168587
bucket,5,2000,20,257051
bucket,6,2000,20,296828
bucket,7,2000,20,380655
bucket,1,3000,20,9399
bucket,2,3000,20,45928
bucket,3,3000,20,165403
bucket,4,3000,20,295306
bucket,5,3000,20,388036
bucket,6,3000,20,416648
bucket,7,3000,20,488388
bucket,1,4000,20,8794
bucket,2,4000,20,55430
bucket,3,4000,20,209560
bucket,4,4000,20,373269
bucket,5,4000,20,530828
bucket,6,4000,20,586123
bucket,7,4000,20,662574
bucket,1,5000,20,10026
bucket,2,5000,20,62958
bucket,3,5000,20,183826
bucket,4,5000,20,528165
bucket,5,5000,20,647199
bucket,6,5000,20,726769
bucket,7,5000,20,799676
bucket,1,6000,20,11259
bucket,2,6000,20,71136
bucket,3,6000,20,229875
bucket,4,6000,20,628157
bucket,5,6000,20,691862
bucket,6,6000,20,974702
bucket,7,6000,20,1054329
bucket,1,7000,20,13912
bucket,2,7000,20,82902
bucket,3,7000,20,294602
bucket,4,7000,20,525800
bucket,5,7000,20,755196
bucket,6,7000,20,1120364
bucket,7,7000,20,1249429
bucket,1,8000,20,12341
bucket,2,8000,20,90739
bucket,3,8000,20,358027
bucket,4,8000,20,695841
bucket,5,8000,20,889123
bucket,6,8000,20,1286651
bucket,7,8000,20,1490466
bucket,1,9000,20,16038
bucket,2,9000,20,91722
bucket,3,9000,20,382880
bucket,4,9000,20,743408
bucket,5,9000,20,1012278
bucket,6,9000,20,1421467
bucket,7,9000,20,1482818
bucket,1,10000,20,12736
bucket,2,10000,20,124664
bucket,3,10000,20,420120
bucket,4,10000,20,855294
bucket,5,10000,20,1072600
bucket,6,10000,20,1509773
bucket,7,10000,20,1618926
bucket,1,1000,30,4611
bucket,2,1000,30,19843
bucket,3,1000,30,60532
bucket,4,1000,30,101678
bucket,5,1000,30,112353
bucket,6,1000,30,144178
bucket,7,1000,30,139251
bucket,1,2000,30,5809
bucket,2,2000,30,38055
bucket,3,2000,30,93847
bucket,4,2000,30,167982
bucket,5,2000,30,236442
bucket,6,2000,30,265265
bucket,7,2000,30,298208
bucket,1,3000,30,7727
bucket,2,3000,30,57812
bucket,3,3000,30,135158
bucket,4,3000,30,261271
bucket,5,3000,30,341170
bucket,6,3000,30,410934
bucket,7,3000,30,453090
bucket,1,4000,30,9259
bucket,2,4000,30,53281
bucket,3,4000,30,203153
bucket,4,4000,30,345189
bucket,5,4000,30,475273
bucket,6,4000,30,518895
bucket,7,4000,30,561142
bucket,1,5000,30,8870
bucket,2,5000,30,60700
bucket,3,5000,30,160939
bucket,4,5000,30,412384
bucket,5,5000,30,602168
bucket,6,5000,30,656987
bucket,7,5000,30,724343
bucket,1,6000,30,11298
bucket,2,6000,30,69945
bucket,3,6000,30,226845
bucket,4,6000,30,524055
bucket,5,6000,30,560662
bucket,6,6000,30,787885
bucket,7,6000,30,880332
bucket,1,7000,30,10811
bucket,2,7000,30,75396
bucket,3,7000,30,257736
bucket,4,7000,30,451170
bucket,5,7000,30,671465
bucket,6,7000,30,919646
bucket,7,7000,30,1078677
bucket,1,8000,30,14788
bucket,2,8000,30,79394
bucket,3,8000,30,302095
bucket,4,8000,30,504367
bucket,5,8000,30,798745
bucket,6,8000,30,1186132
bucket,7,8000,30,1283751
bucket,1,9000,30,14191
bucket,2,9000,30,88179
bucket,3,9000,30,375507
bucket,4,9000,30,663503
bucket,5,9000,30,990817
bucket,6,9000,30,1777397
bucket,7,9000,30,1783636
bucket,1,10000,30,23696
bucket,2,10000,30,125675
bucket,3,10000,30,531138
bucket,4,10000,30,861769
bucket,5,10000,30,1361520
bucket,6,10000,30,1986594
bucket,7,10000,30,2169458
bucket,1,1000,40,6766
bucket,2,1000,40,25368
bucket,3,1000,40,75008
bucket,4,1000,40,108730
bucket,5,1000,40,161954
bucket,6,1000,40,163104
bucket,7,1000,40,263012
bucket,1,2000,40,8239
bucket,2,2000,40,46413
bucket,3,2000,40,103993
bucket,4,2000,40,228598
bucket,5,2000,40,300229
bucket,6,2000,40,351656
bucket,7,2000,40,453427
bucket,1,3000,40,9808
bucket,2,3000,40,63975
bucket,3,3000,40,195286
bucket,4,3000,40,332896
bucket,5,3000,40,499138
bucket,6,3000,40,501369
bucket,7,3000,40,528434
bucket,1,4000,40,9959
bucket,2,4000,40,52949
bucket,3,4000,40,238803
bucket,4,4000,40,404654
bucket,5,4000,40,578922
bucket,6,4000,40,729590
bucket,7,4000,40,714260
bucket,1,5000,40,11696
bucket,2,5000,40,64942
bucket,3,5000,40,229980
bucket,4,5000,40,463810
bucket,5,5000,40,658527
bucket,6,5000,40,742701
bucket,7,5000,40,848938
bucket,1,6000,40,27185
bucket,2,6000,40,81004
bucket,3,6000,40,272635
bucket,4,6000,40,629398
bucket,5,6000,40,709867
bucket,6,6000,40,886961
bucket,7,6000,40,1018304
bucket,1,7000,40,11824
bucket,2,7000,40,73103
bucket,3,7000,40,311068
bucket,4,7000,40,495765
bucket,5,7000,40,760510
bucket,6,7000,40,1029056
bucket,7,7000,40,1052676
bucket,1,8000,40,12200
bucket,2,8000,40,99731
bucket,3,8000,40,294968
bucket,4,8000,40,547103
bucket,5,8000,40,776030
bucket,6,8000,40,1100801
bucket,7,8000,40,1291364
bucket,1,9000,40,14358
bucket,2,9000,40,99564
bucket,3,9000,40,396025
bucket,4,9000,40,732032
bucket,5,9000,40,958450
bucket,6,9000,40,1330523
bucket,7,9000,40,1490314
bucket,1,10000,40,15150
bucket,2,10000,40,97957
bucket,3,10000,40,472729
bucket,4,10000,40,772964
bucket,5,10000,40,1017021
bucket,6,10000,40,1412470
bucket,7,10000,40,1512824
bucket,1,1000,50,7311
bucket,2,1000,50,21978
bucket,3,1000,50,74480
bucket,4,1000,50,77803
bucket,5,1000,50,113748
bucket,6,1000,50,145487
bucket,7,1000,50,155132
bucket,1,2000,50,6937
bucket,2,2000,50,32748
bucket,3,2000,50,90374
bucket,4,2000,50,163083
bucket,5,2000,50,231461
bucket,6,2000,50,272965
bucket,7,2000,50,333578
bucket,1,3000,50,7169
bucket,2,3000,50,37750
bucket,3,3000,50,124151
bucket,4,3000,50,246655
bucket,5,3000,50,347197
bucket,6,3000,50,390358
bucket,7,3000,50,420356
bucket,1,4000,50,8175
bucket,2,4000,50,44383
bucket,3,4000,50,202513
bucket,4,4000,50,316266
bucket,5,4000,50,440078
bucket,6,4000,50,514565
bucket,7,4000,50,533571
bucket,1,5000,50,8818
bucket,2,5000,50,58702
bucket,3,5000,50,185420
bucket,4,5000,50,392963
bucket,5,5000,50,548664
bucket,6,5000,50,639721
bucket,7,5000,50,686944
bucket,1,6000,50,9846
bucket,2,6000,50,62489
bucket,3,6000,50,210132
bucket,4,6000,50,492701
bucket,5,6000,50,520896
bucket,6,6000,50,771927
bucket,7,6000,50,851910
bucket,1,7000,50,12733
bucket,2,7000,50,73995
bucket,3,7000,50,259326
bucket,4,7000,50,429901
bucket,5,7000,50,652548
bucket,6,7000,50,937181
bucket,7,7000,50,969207
bucket,1,8000,50,11347
bucket,2,8000,50,72523
bucket,3,8000,50,318402
bucket,4,8000,50,586444
bucket,5,8000,50,892274
bucket,6,8000,50,1128917
bucket,7,8000,50,1229646
bucket,1,9000,50,28814
bucket,2,9000,50,81819
bucket,3,9000,50,330361
bucket,4,9000,50,629560
bucket,5,9000,50,1042860
bucket,6,9000,50,1411157
bucket,7,9000,50,1586703
bucket,1,10000,50,14835
bucket,2,10000,50,93880
bucket,3,10000,50,415342
bucket,4,10000,50,812293
bucket,5,10000,50,1084540
bucket,6,10000,50,1519296
bucket,7,10000,50,1625410
kdtree,1,1000,10,128621
kdtree,2,1000,10,24547
kdtree,3,1000,10,16969
kdtree,4,1000,10,22320
kdtree,5,1000,10,30628
kdtree,6,1000,10,48401
kdtree,7,1000,10,65831
kdtree,1,2000,10,241816
kdtree,2,2000,10,33036
kdtree,3,2000,10,22203
kdtree,4,2000,10,31850
kdtree,5,2000,10,37452
kdtree,6,2000,10,62531
kdtree,7,2000,10,99843
kdtree,1,3000,10,342043
kdtree,2,3000,10,39416
kdtree,3,3000,10,24544
kdtree,4,3000,10,30968
kdtree,5,3000,10,46838
kdtree,6,3000,10,71690
kdtree,7,3000,10,110721
kdtree,1,4000,10,451690
kdtree,2,4000,10,42447
kdtree,3,4000,10,29804
kdtree,4,4000,10,34033
kdtree,5,4000,10,59627
kdtree,6,4000,10,78005
kdtree,7,4000,10,122518
kdtree,1,5000,10,544250
kdtree,2,5000,10,49807
kdtree,3,5000,10,29072
kdtree,4,5000,10,38245
kdtree,5,5000,10,51166
kdtree,6,5000,10,86305
kdtree,7,5000,10,130087
kdtree,1,6000,10,635631
kdtree,2,6000,10,51847
kdtree,3,6000,10,33367
kdtree,4,6000,10,37630
kdtree,5,6000,10,51720
kdtree,6,6000,10,90636
kdtree,7,6000,10,157592
kdtree,1,7000,10,774398
kdtree,2,7000,10,60957
kdtree,3,7000,10,37227
kdtree,4,7000,10,41368
kdtree,5,7000,10,58459
kdtree,6,7000,10,90132
kdtree,7,7000,10,154829
kdtree,1,8000,10,797094
kdtree,2,8000,10,61168
kdtree,3,8000,10,35501
kdtree,4,8000,10,42404
kdtree,5,8000,10,56095
kdtree,6,8000,10,98972
kdtree,7,8000,10,153400
kdtree,1,9000,10,893934
kdtree,2,9000,10,67817
kdtree,3,9000,10,37232
kdtree,4,9000,10,42410
kdtree,5,9000,10,64827
kdtree,6,9000,10,96352
kdtree,7,9000,10,153513
kdtree,1,10000,10,921208
kdtree,2,10000,10,73076
kdtree,3,10000,10,39432
kdtree,4,10000,10,46308
kdtree,5,10000,10,63164
kdtree,6,10000,10,95984
kdtree,7,10000,10,166433
kdtree,1,1000,20,125517
kdtree,2,1000,20,30939
kdtree,3,1000,20,23004
kdtree,4,1000,20,28974
kdtree,5,1000,20,38317
kdtree,6,1000,20,56615
kdtree,7,1000,20,79181
kdtree,1,2000,20,252738
kdtree,2,2000,20,45903
kdtree,3,2000,20,33632
kdtree,4,2000,20,41815
kdtree,5,2000,20,55440
kdtree,6,2000,20,79762
kdtree,7,2000,20,114967
kdtree,1,3000,20,382224
kdtree,2,3000,20,54989
kdtree,3,3000,20,37492
kdtree,4,3000,20,42840
kdtree,5,3000,20,57213
kdtree,6,3000,20,86326
kdtree,7,3000,20,131046
kdtree,1,4000,20,491749
kdtree,2,4000,20,64746
kdtree,3,4000,20,42928
kdtree,4,4000,20,51938
kdtree,5,4000,20,75921
kdtree,6,4000,20,102435
kdtree,7,4000,20,164428
kdtree,1,5000,20,626944
kdtree,2,5000,20,77204
kdtree,3,5000,20,50120
kdtree,4,5000,20,56319
kdtree,5,5000,20,68486
kdtree,6,5000,20,109332
kdtree,7,5000,20,172796
kdtree,1,6000,20,771922
kdtree,2,6000,20,83031
kdtree,3,6000,20,50390
kdtree,4,6000,20,53362
kdtree,5,6000,20,76238
kdtree,6,6000,20,116872
kdtree,7,6000,20,181633
kdtree,1,7000,20,958062
kdtree,2,7000,20,90473
kdtree,3,7000,20,55885
kdtree,4,7000,20,59437
kdtree,5,7000,20,84547
kdtree,6,7000,20,116854
kdtree,7,7000,20,189045
kdtree,1,8000,20,1047098
kdtree,2,8000,20,98893
kdtree,3,8000,20,58404
kdtree,4,8000,20,83410
kdtree,5,8000,20,97421
kdtree,6,8000,20,152871
kdtree,7,8000,20,214046
kdtree,1,9000,20,1206584
kdtree,2,9000,20,111072
kdtree,3,9000,20,64896
kdtree,4,9000,20,66680
kdtree,5,9000,20,96981
kdtree,6,9000,20,143722
kdtree,7,9000,20,220875
kdtree,1,10000,20,1363506
kdtree,2,10000,20,120489
kdtree,3,10000,20,68988
kdtree,4,10000,20,71561
kdtree,5,10000,20,97891
kdtree,6,10000,20,155329
kdtree,7,10000,20,243056
kdtree,1,1000,30,144763
kdtree,2,1000,30,41716
kdtree,3,1000,30,32676
kdtree,4,1000,30,38398
kdtree,5,1000,30,50168
kdtree,6,1000,30,73016
kdtree,7,1000,30,101593
kdtree,1,2000,30,270467
