Test,Size,Time
Random Pivot - Worst Case,3437100,181239605
End Pivot - Worst Case,3437100,175255945
Middle Pivot - Worst Case,3438100,219335484
Random Pivot - Worst Case,3438100,178609412
End Pivot - Worst Case,3438100,183265931
Middle Pivot - Worst Case,3439100,199862120
Random Pivot - Worst Case,3439100,173896724
End Pivot - Worst Case,3439100,188981146
Middle Pivot - Worst Case,3440100,212253066
Random Pivot - Worst Case,3440100,174167244
End Pivot - Worst Case,3440100,175965477
Middle Pivot - Worst Case,3441100,206487467
Random Pivot - Worst Case,3441100,182619558
End Pivot - Worst Case,3441100,182647884
Middle Pivot - Worst Case,3442100,215020676
Random Pivot - Worst Case,3442100,184114924
End Pivot - Worst Case,3442100,177709875
Middle Pivot - Worst Case,3443100,208500806
Random Pivot - Worst Case,3443100,173523924
End Pivot - Worst Case,3443100,176037229
Middle Pivot - Worst Case,3444100,200573874
Random Pivot - Worst Case,3444100,182749034
End Pivot - Worst Case,3444100,177432135
Middle Pivot - Worst Case,3445100,200728741
Random Pivot - Worst Case,3445100,181643407
End Pivot - Worst Case,3445100,177677963
Middle Pivot - Worst Case,3446100,201145829
Random Pivot - Worst Case,3446100,174587931
End Pivot - Worst Case,3446100,181651346
Middle Pivot - Worst Case,3447100,213824834
Random Pivot - Worst Case,3447100,191362873
End Pivot - Worst Case,3447100,186852961
Middle Pivot - Worst Case,3448100,227954913
Random Pivot - Worst Case,3448100,189226987
End Pivot - Worst Case,3448100,200343326
Middle Pivot - Worst Case,3449100,212735659
Random Pivot - Worst Case,3449100,186608319
End Pivot - Worst Case,3449100,184344984
Middle Pivot - Worst Case,3450100,220825559
Random Pivot - Worst Case,3450100,193084588
End Pivot - Worst Case,3450100,197025005
Middle Pivot - Worst Case,3451100,208599796
Random Pivot - Worst Case,3451100,197291119
End Pivot - Worst Case,3451100,191409326
Middle Pivot - Worst Case,3452100,211827036
Random Pivot - Worst Case,3452100,185731548
End Pivot - Worst Case,3452100,191336002
Middle Pivot - Worst Case,3453100,213173540
Random Pivot - Worst Case,3453100,186871061
End Pivot - Worst Case,3453100,184391068
Middle Pivot - Worst Case,3454100,203735763
Random Pivot - Worst Case,3454100,179753100
End Pivot - Worst Case,3454100,181085380
Middle Pivot - Worst Case,3455100,211988294
Random Pivot - Worst Case,3455100,187271398
End Pivot - Worst Case,3455100,183881350
Middle Pivot - Worst Case,3456100,205238043
Random Pivot - Worst Case,3456100,180132244
End Pivot - Worst Case,3456100,179765220
Middle Pivot - Worst Case,3457100,204432219
Random Pivot - Worst Case,3457100,177571103
End Pivot - Worst Case,3457100,184859160
Middle Pivot - Worst Case,3458100,209971357
Random Pivot - Worst Case,3458100,181405925
End Pivot - Worst Case,3458100,180665580
Middle Pivot - Worst Case,3459100,208777296
Random Pivot - Worst Case,3459100,188664255
End Pivot - Worst Case,3459100,194871031
Middle Pivot - Worst Case,3460100,208455945
Random Pivot - Worst Case,3460100,180845736
End Pivot - Worst Case,3460100,182014862
Middle Pivot - Worst Case,3461100,205531797
Random Pivot - Worst Case,3461100,176637711
End Pivot - Worst Case,3461100,181526155
Middle Pivot - Worst Case,3462100,204884914
Random Pivot - Worst Case,3462100,184373796
End Pivot - Worst Case,3462100,185112898
Middle Pivot - Worst Case,3463100,204718883
Random Pivot - Worst Case,3463100,177833584
End Pivot - Worst Case,3463100,180271486
Middle Pivot - Worst Case,3464100,205436448
Random Pivot - Worst Case,3464100,178506628
End Pivot - Worst Case,3464100,182489567
Middle Pivot - Worst Case,3465100,206753671
Random Pivot - Worst Case,3465100,180072669
End Pivot - Worst Case,3465100,180448027
Middle Pivot - Worst Case,3466100,203914271
Random Pivot - Worst Case,3466100,178356739
End Pivot - Worst Case,3466100,180377045
Middle Pivot - Worst Case,3467100,203648396
Random Pivot - Worst Case,3467100,177913362
End Pivot - Worst Case,3467100,179995289
Middle Pivot - Worst Case,3468100,205245286
Random Pivot - Worst Case,3468100,177510311
End Pivot - Worst Case,3468100,180041462
Middle Pivot - Worst Case,3469100,206080164
Random Pivot - Worst Case,3469100,180538909
End Pivot - Worst Case,3469100,184032162
Middle Pivot - Worst Case,3470100,208438093
Random Pivot - Worst Case,3470100,180444606
End Pivot - Worst Case,3470100,181924744
Middle Pivot - Worst Case,3471100,206838636
Random Pivot - Worst Case,3471100,181432444
End Pivot - Worst Case,3471100,181064311
Middle Pivot - Worst Case,3472100,206485063
Random Pivot - Worst Case,3472100,180718760
End Pivot - Worst Case,3472100,180942188
Middle Pivot - Worst Case,3473100,204320440
Random Pivot - Worst Case,3473100,178491804
End Pivot - Worst Case,3473100,182659980
Middle Pivot - Worst Case,3474100,215166550
Random Pivot - Worst Case,3474100,181455052
End Pivot - Worst Case,3474100,179927753
Middle Pivot - Worst Case,3475100,207697122
Random Pivot - Worst Case,3475100,185942957
End Pivot - Worst Case,3475100,213453469
Middle Pivot - Worst Case,3476100,210468793
Random Pivot - Worst Case,3476100,190223303
End Pivot - Worst Case,3476100,211334088
Middle Pivot - Worst Case,3477100,218976309
Random Pivot - Worst Case,3477100,188071215
End Pivot - Worst Case,3477100,195595201
Middle Pivot - Worst Case,3478100,205515047
Random Pivot - Worst Case,3478100,181602633
End Pivot - Worst Case,3478100,179706992
Middle Pivot - Worst Case,3479100,202669355
Random Pivot - Worst Case,3479100,177799307
End Pivot - Worst Case,3479100,178213585
Middle Pivot - Worst Case,3480100,209552127
Random Pivot - Worst Case,3480100,186327244
End Pivot - Worst Case,3480100,182365319
Middle Pivot - Worst Case,3481100,204070133
Random Pivot - Worst Case,3481100,177597998
End Pivot - Worst Case,3481100,186454171
Middle Pivot - Worst Case,3482100,214088011
Random Pivot - Worst Case,3482100,185578699
End Pivot - Worst Case,3482100,182730977
Middle Pivot - Worst Case,3483100,204501026
Random Pivot - Worst Case,3483100,180153841
End Pivot - Worst Case,3483100,178074583
Middle Pivot - Worst Case,3484100,210389937
Random Pivot - Worst Case,3484100,180015797
End Pivot - Worst Case,3484100,185829925
Middle Pivot - Worst Case,3485100,204313549
Random Pivot - Worst Case,3485100,178351832
End Pivot - Worst Case,3485100,180460832
Middle Pivot - Worst Case,3486100,208904302
Random Pivot - Worst Case,3486100,180048902
End Pivot - Worst Case,3486100,181329920
Middle Pivot - Worst Case,3487100,203327913
Random Pivot - Worst Case,3487100,178203029
End Pivot - Worst Case,3487100,178566675
Middle Pivot - Worst Case,3488100,203794900
Random Pivot - Worst Case,3488100,183621760
End Pivot - Worst Case,3488100,186176382
Middle Pivot - Worst Case,3489100,206539593
Random Pivot - Worst Case,3489100,179760322
End Pivot - Worst Case,3489100,179560102
Middle Pivot - Worst Case,3490100,205882037
Random Pivot - Worst Case,3490100,194700854
End Pivot - Worst Case,3490100,191130994
Middle Pivot - Worst Case,3491100,237915942
Random Pivot - Worst Case,3491100,200897282
End Pivot - Worst Case,3491100,212365593
Middle Pivot - Worst Case,3492100,226571698
Random Pivot - Worst Case,3492100,238912369
End Pivot - Worst Case,3492100,200378212
Middle Pivot - Worst Case,3493100,216578006
Random Pivot - Worst Case,3493100,182416142
End Pivot - Worst Case,3493100,196524282
Middle Pivot - Worst Case,3494100,208857609
Random Pivot - Worst Case,3494100,180081469
End Pivot - Worst Case,3494100,182498014
Middle Pivot - Worst Case,3495100,224479308
Random Pivot - Worst Case,3495100,208749199
End Pivot - Worst Case,3495100,184175886
Middle Pivot - Worst Case,3496100,217935990
Random Pivot - Worst Case,3496100,186615895
End Pivot - Worst Case,3496100,183794757
Middle Pivot - Worst Case,3497100,207903521
Random Pivot - Worst Case,3497100,179644718
End Pivot - Worst Case,3497100,181844125
Middle Pivot - Worst Case,3498100,204482273
Random Pivot - Worst Case,3498100,179065279
End Pivot - Worst Case,3498100,187167011
Middle Pivot - Worst Case,3499100,206396757
Random Pivot - Worst Case,3499100,182286740
End Pivot - Worst Case,3499100,180496328
Middle Pivot - Worst Case,3500100,206232556
Random Pivot - Worst Case,3500100,179248592
End Pivot - Worst Case,3500100,181409405
Middle Pivot - Worst Case,3501100,211040650
Random Pivot - Worst Case,3501100,178992211
End Pivot - Worst Case,3501100,184634612
Middle Pivot - Worst Case,3502100,206721251
Random Pivot - Worst Case,3502100,179931407
End Pivot - Worst Case,3502100,201403054
Middle Pivot - Worst Case,3503100,218631786
Random Pivot - Worst Case,3503100,186099511
End Pivot - Worst Case,3503100,182087925
Middle Pivot - Worst Case,3504100,206726254
Random Pivot - Worst Case,3504100,199877072
End Pivot - Worst Case,3504100,182728026
Middle Pivot - Worst Case,3505100,208631729
Random Pivot - Worst Case,3505100,181956918
End Pivot - Worst Case,3505100,207616783
Middle Pivot - Worst Case,3506100,208317654
Random Pivot - Worst Case,3506100,195511040
End Pivot - Worst Case,3506100,184934516
Middle Pivot - Worst Case,3507100,208894036
Random Pivot - Worst Case,3507100,180879320
End Pivot - Worst Case,3507100,181604482
Middle Pivot - Worst Case,3508100,206753181
Random Pivot - Worst Case,3508100,178589478
End Pivot - Worst Case,3508100,181914869
Middle Pivot - Worst Case,3509100,206597022
Random Pivot - Worst Case,3509100,179125134
End Pivot - Worst Case,3509100,182557317
Middle Pivot - Worst Case,3510100,206396276
Random Pivot - Worst Case,3510100,182571264
End Pivot - Worst Case,3510100,182165288
Middle Pivot - Worst Case,3511100,206653461
Random Pivot - Worst Case,3511100,181612327
End Pivot - Worst Case,3511100,181156843
Middle Pivot - Worst Case,3512100,206735436
Random Pivot - Worst Case,3512100,181554656
End Pivot - Worst Case,3512100,182083915
Middle Pivot - Worst Case,3513100,205643321
Random Pivot - Worst Case,3513100,179021023
End Pivot - Worst Case,3513100,182712052
Middle Pivot - Worst Case,3514100,204412579
Random Pivot - Worst Case,3514100,190089507
End Pivot - Worst Case,3514100,187183800
Middle Pivot - Worst Case,3515100,206135144
Random Pivot - Worst Case,3515100,180084343
End Pivot - Worst Case,3515100,182138870
Middle Pivot - Worst Case,3516100,208974138
Random Pivot - Worst Case,3516100,186920179
End Pivot - Worst Case,3516100,192538981
Middle Pivot - Worst Case,3517100,210940625
Random Pivot - Worst Case,3517100,190705859
End Pivot - Worst Case,3517100,182662309
Middle Pivot - Worst Case,3518100,209471467
Random Pivot - Worst Case,3518100,184583740
End Pivot - Worst Case,3518100,210687543
Middle Pivot - Worst Case,3519100,212704714
Random Pivot - Worst Case,3519100,207088743
End Pivot - Worst Case,3519100,191120136
Middle Pivot - Worst Case,3520100,211591227
Random Pivot - Worst Case,3520100,187407937
End Pivot - Worst Case,3520100,187315715
Middle Pivot - Worst Case,3521100,210056845
Random Pivot - Worst Case,3521100,184863947
End Pivot - Worst Case,3521100,186759898
Middle Pivot - Worst Case,3522100,209599796
Random Pivot - Worst Case,3522100,184582427
End Pivot - Worst Case,3522100,186286761
Middle Pivot - Worst Case,3523100,209916998
Random Pivot - Worst Case,3523100,184957426
End Pivot - Worst Case,3523100,196776419
Middle Pivot - Worst Case,3524100,213552144
Random Pivot - Worst Case,3524100,186651220
End Pivot - Worst Case,3524100,187372184
Middle Pivot - Worst Case,3525100,208508576
Random Pivot - Worst Case,3525100,180671109
End Pivot - Worst Case,3525100,184343585
Middle Pivot - Worst Case,3526100,208422402
Random Pivot - Worst Case,3526100,181074016
End Pivot - Worst Case,3526100,183275954
Middle Pivot - Worst Case,3527100,206903731
Random Pivot - Worst Case,3527100,181624846
End Pivot - Worst Case,3527100,182098576
Middle Pivot - Worst Case,3528100,206159688
Random Pivot - Worst Case,3528100,179414079
End Pivot - Worst Case,3528100,181559796
Middle Pivot - Worst Case,3529100,204743654
Random Pivot - Worst Case,3529100,180611603
End Pivot - Worst Case,3529100,182238581
Middle Pivot - Worst Case,3530100,206721661
Random Pivot - Worst Case,3530100,180845137
End Pivot - Worst Case,3530100,181332440
Middle Pivot - Worst Case,3531100,206586638
Random Pivot - Worst Case,3531100,179249756
End Pivot - Worst Case,3531100,180547291
Middle Pivot - Worst Case,3532100,206666407
Random Pivot - Worst Case,3532100,180322520
End Pivot - Worst Case,3532100,181179632
Middle Pivot - Worst Case,3533100,207220032
Random Pivot - Worst Case,3533100,180451070
End Pivot - Worst Case,3533100,181378372
Middle Pivot - Worst Case,3534100,205219514
Random Pivot - Worst Case,3534100,179687209
End Pivot - Worst Case,3534100,181506154
Middle Pivot - Worst Case,3535100,206050650
Random Pivot - Worst Case,3535100,180421280
End Pivot - Worst Case,3535100,182014689
Middle Pivot - Worst Case,3536100,209299927
Random Pivot - Worst Case,3536100,181944446
End Pivot - Worst Case,3536100,181953677
Middle Pivot - Worst Case,3537100,208326290
Random Pivot - Worst Case,3537100,180160054
End Pivot - Worst Case,3537100,187944536
Middle Pivot - Worst Case,3538100,208274299
Random Pivot - Worst Case,3538100,180103643
End Pivot - Worst Case,3538100,181436894
Middle Pivot - Worst Case,3539100,208706174
Random Pivot - Worst Case,3539100,181601970
End Pivot - Worst Case,3539100,185098280
Middle Pivot - Worst Case,3540100,209588102
Random Pivot - Worst Case,3540100,188782143
End Pivot - Worst Case,3540100,187701327
Middle Pivot - Worst Case,3541100,205555359
Random Pivot - Worst Case,3541100,180303462
End Pivot - Worst Case,3541100,183642946
Middle Pivot - Worst Case,3542100,217243047
Random Pivot - Worst Case,3542100,184816366
End Pivot - Worst Case,3542100,185684306
Middle Pivot - Worst Case,3543100,209380166
Random Pivot - Worst Case,3543100,201429072
End Pivot - Worst Case,3543100,191828303
Middle Pivot - Worst Case,3544100,212294731
Random Pivot - Worst Case,3544100,191657748
End Pivot - Worst Case,3544100,184749327
Middle Pivot - Worst Case,3545100,209638418
Random Pivot - Worst Case,3545100,190060335
End Pivot - Worst Case,3545100,197723720
Middle Pivot - Worst Case,3546100,209149816
Random Pivot - Worst Case,3546100,185950477
End Pivot - Worst Case,3546100,211841785
Middle Pivot - Worst Case,3547100,212566519
Random Pivot - Worst Case,3547100,194023516
End Pivot - Worst Case,3547100,185988979
Middle Pivot - Worst Case,3548100,207082965
Random Pivot - Worst Case,3548100,182183559
End Pivot - Worst Case,3548100,183856792
Middle Pivot - Worst Case,3549100,207076365
Random Pivot - Worst Case,3549100,182543747
End Pivot - Worst Case,3549100,200371735
Middle Pivot - Worst Case,3550100,213733332
Random Pivot - Worst Case,3550100,202468398
End Pivot - Worst Case,3550100,205106213
Middle Pivot - Worst Case,3551100,234240483
Random Pivot - Worst Case,3551100,188620021
End Pivot - Worst Case,3551100,190740095
Middle Pivot - Worst Case,3552100,236898121
Random Pivot - Worst Case,3552100,201229181
End Pivot - Worst Case,3552100,201418952
Middle Pivot - Worst Case,3553100,229737017
Random Pivot - Worst Case,3553100,189463614
End Pivot - Worst Case,3553100,194618510
Middle Pivot - Worst Case,3554100,220740400
Random Pivot - Worst Case,3554100,188480839
End Pivot - Worst Case,3554100,188512383
Middle Pivot - Worst Case,3555100,227747426
Random Pivot - Worst Case,3555100,194814514
End Pivot - Worst Case,3555100,197785747
Middle Pivot - Worst Case,3556100,226691129
Random Pivot - Worst Case,3556100,192703631
End Pivot - Worst Case,3556100,199640659
Middle Pivot - Worst Case,3557100,232889079
Random Pivot - Worst Case,3557100,192826194
End Pivot - Worst Case,3557100,188427677
Middle Pivot - Worst Case,3558100,226939750
Random Pivot - Worst Case,3558100,198423672
End Pivot - Worst Case,3558100,186686881
Middle Pivot - Worst Case,3559100,215158772
Random Pivot - Worst Case,3559100,184314687
End Pivot - Worst Case,3559100,186066139
Middle Pivot - Worst Case,3560100,218993912
Random Pivot - Worst Case,3560100,183859170
End Pivot - Worst Case,3560100,190372267
Middle Pivot - Worst Case,3561100,205388142
Random Pivot - Worst Case,3561100,190314261
End Pivot - Worst Case,3561100,197738364
Middle Pivot - Worst Case,3562100,214015785
Random Pivot - Worst Case,3562100,187215188
End Pivot - Worst Case,3562100,188227622
Middle Pivot - Worst Case,3563100,231704365
Random Pivot - Worst Case,3563100,187295380
End Pivot - Worst Case,3563100,184372631
Middle Pivot - Worst Case,3564100,212093372
